,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1914,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,$0,$0,"$60,000",$0,"$60,000"
1915,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,$0,$0,"$260,000",$0,"$260,000"
1916,The House of the Dead,SAT,1997,Shooter,Sega,$0,$0,"$130,000",$0,"$130,000"
1917,The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,$0,$0,"$280,000",$0,"$280,000"
1918,The King of Fighters '96,SAT,1996,Fighting,SNK,$0,$0,"$210,000",$0,"$210,000"
1919,The King of Fighters '97,SAT,1998,Fighting,SNK,$0,$0,"$170,000",$0,"$170,000"
1920,The Space Bar,SAT,1996,Adventure,Sega,$0,$0,"$80,000",$0,"$80,000"
1921,Theme Park,SAT,1994,Simulation,Electronic Arts,$0,$0,"$80,000",$0,"$80,000"
1922,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,$0,$0,"$40,000",$0,"$40,000"
1923,Tokimeki Memorial: Forever with You,SAT,1996,Simulation,Konami Digital Entertainment,$0,$0,"$380,000",$0,"$380,000"
1924,Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,Konami Digital Entertainment,$0,$0,"$80,000",$0,"$80,000"
1925,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,$0,$0,"$180,000",$0,"$180,000"
1926,Virtua Cop,SAT,1995,Shooter,Sega,$0,$0,"$620,000",$0,"$620,000"
1927,Virtua Cop 2,SAT,1996,Shooter,Sega,$0,$0,"$300,000",$0,"$300,000"
1928,Virtua Fighter,SAT,1994,Fighting,Sega,"$170,000","$120,000","$770,000","$20,000","$1,070,000"
1929,Virtua Fighter 2,SAT,1995,Fighting,Sega,"$340,000","$260,000","$1,300,000","$30,000","$1,930,000"
1930,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995,Misc,Sega,$0,$0,"$110,000",$0,"$110,000"
1931,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,Sega,$0,$0,"$80,000",$0,"$80,000"
1932,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995,Misc,Sega,$0,$0,"$90,000",$0,"$90,000"
1933,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,$0,$0,"$120,000",$0,"$120,000"
1934,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,$0,$0,"$50,000",$0,"$50,000"
1935,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,$0,$0,"$40,000",$0,"$40,000"
1936,Virtua Fighter Kids,SAT,1995,Fighting,Sega,$0,$0,"$230,000",$0,"$230,000"
1937,Virtual Hydlide,SAT,1995,Role-Playing,Sega,$0,$0,"$110,000",$0,"$110,000"
1938,Virus,SAT,1997,Shooter,Hudson Soft,$0,$0,"$80,000",$0,"$80,000"
1939,Wing Arms,SAT,1994,Shooter,Sega,$0,$0,"$200,000",$0,"$200,000"
1940,Winter Heat,SAT,1996,Sports,Sega,$0,$0,"$110,000",$0,"$110,000"
1941,World Cup '98 France: Road to Win,SAT,1998,Sports,Sega,$0,$0,"$90,000",$0,"$90,000"
1942,World Series Baseball,SAT,1994,Sports,Sega,$0,$0,"$40,000",$0,"$40,000"
1943,Worldwide Soccer,SAT,1994,Sports,Sega,$0,$0,"$60,000",$0,"$60,000"
1944,X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,$0,$0,"$260,000",$0,"$260,000"
1945,X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,$0,$0,"$210,000",$0,"$210,000"
1946,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,$0,$0,"$70,000",$0,"$70,000"
1947,Game no Kanzume Vol 1,SCD,1994,Misc,Sega,$0,$0,"$40,000",$0,"$50,000"
1948,Game no Kanzume Vol 2,SCD,1994,Misc,Sega,$0,$0,"$50,000",$0,"$50,000"
1949,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,$0,$0,"$60,000",$0,"$60,000"
1950,Shining Force CD,SCD,1994,Strategy,Sega,$0,$0,"$140,000",$0,"$140,000"
1951,Sonic CD,SCD,1993,Platform,Sega,"$1,000,000","$360,000","$90,000","$50,000","$1,500,000"
1952,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,$0,$0,"$60,000",$0,"$60,000"
1953,Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,$0,$0,"$620,000",$0,"$620,000"
1954,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,$0,$0,"$180,000",$0,"$180,000"
1955,Battle Dodge Ball,SNES,1991,Sports,Banpresto,$0,$0,"$330,000",$0,"$330,000"
1956,Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,$0,$0,"$160,000",$0,"$160,000"
1957,Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,$0,$0,"$270,000",$0,"$270,000"
1958,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,$0,$0,"$120,000",$0,"$120,000"
1959,Block Kuzushi,SNES,1995,Puzzle,Pow,$0,$0,"$50,000",$0,"$50,000"
1960,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,$0,$0,"$170,000",$0,"$170,000"
1961,Breath of Fire II,SNES,1994,Role-Playing,Laguna,$0,$0,"$360,000",$0,"$360,000"
1962,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,$0,$0,"$800,000",$0,"$800,000"
1963,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,$0,$0,"$30,000",$0,"$30,000"
1964,Castlevania Dracula X,SNES,1995,Platform,Konami Digital Entertainment,"$30,000","$10,000","$50,000",$0,"$90,000"
1965,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,1991,Misc,Epoch,$0,$0,"$80,000",$0,"$80,000"
1966,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,"$280,000",$0,"$2,020,000","$10,000","$2,310,000"
1967,Classic Road,SNES,1993,Sports,Victor Interactive,$0,$0,"$110,000",$0,"$110,000"
1968,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,$0,$0,"$130,000",$0,"$130,000"
1969,Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,$0,$0,"$460,000",$0,"$460,000"
1970,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,$0,$0,"$380,000",$0,"$380,000"
1971,Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito,$0,$0,"$30,000",$0,"$30,000"
1972,Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,$0,$0,"$300,000",$0,"$300,000"
1973,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,$0,$0,"$120,000",$0,"$120,000"
1974,Dark Half,SNES,1996,Role-Playing,Enix Corporation,$0,$0,"$40,000",$0,"$40,000"
1975,Derby Jockey 2,SNES,1995,Sports,Asmik Corp,$0,$0,"$100,000",$0,"$100,000"
1976,Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,$0,$0,"$70,000",$0,"$70,000"
1977,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,$0,$0,"$1,040,000","$10,000","$1,050,000"
1978,Derby Stallion 98,SNES,1998,Sports,ASCII Entertainment,$0,$0,"$80,000",$0,"$80,000"
1979,Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,$0,$0,"$870,000",$0,"$870,000"
1980,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,$0,$0,"$1,150,000",$0,"$1,150,000"
1981,Disney's Aladdin,SNES,1993,Platform,Capcom,"$940,000","$340,000","$210,000","$270,000","$1,750,000"
1982,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,"$1,260,000","$390,000","$80,000","$60,000","$1,790,000"
1983,Donkey Kong Country,SNES,1994,Platform,Nintendo,"$4,360,000","$1,710,000","$3,000,000","$230,000","$9,300,000"
1984,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,"$2,100,000","$740,000","$2,200,000","$110,000","$5,150,000"
1985,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,"$1,170,000","$500,000","$1,750,000","$80,000","$3,510,000"
1986,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,$0,$0,"$50,000",$0,"$50,000"
1987,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,$0,$0,"$60,000",$0,"$60,000"
1988,Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,$0,$0,"$1,450,000",$0,"$1,450,000"
1989,Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,$0,$0,"$210,000",$0,"$210,000"
1990,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,$0,$0,"$110,000",$0,"$110,000"
1991,Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,$0,$0,"$580,000",$0,"$580,000"
1992,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,$0,$0,"$1,200,000",$0,"$1,200,000"
1993,Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,$0,$0,"$730,000",$0,"$730,000"
1994,Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,$0,$0,"$1,150,000",$0,"$1,150,000"
1995,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,$0,$0,"$1,360,000",$0,"$1,360,000"
1996,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,$0,$0,"$2,780,000","$10,000","$2,790,000"
1997,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,$0,$0,"$3,190,000",$0,"$3,190,000"
1998,Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,$0,$0,"$70,000",$0,"$70,000"
1999,Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,$0,$0,"$200,000",$0,"$200,000"
2000,EarthBound,SNES,1994,Role-Playing,Nintendo,$0,$0,"$810,000",$0,"$810,000"
2001,F-1 Grand Prix,SNES,1992,Racing,Video System,$0,$0,"$280,000",$0,"$280,000"
2002,F-Zero,SNES,1990,Racing,Nintendo,"$1,370,000","$510,000","$890,000","$70,000","$2,850,000"
2003,F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,$0,$0,"$280,000",$0,"$280,000"
2004,Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,$0,$0,"$300,000",$0,"$300,000"
2005,Fatal Fury,SNES,1992,Fighting,Takara,$0,$0,"$390,000",$0,"$390,000"
2006,Fatal Fury 2,SNES,1993,Fighting,Takara,$0,$0,"$450,000",$0,"$450,000"
2007,Fatal Fury Special,SNES,1994,Fighting,Takara,$0,$0,"$560,000",$0,"$560,000"
2008,Final Fantasy II,SNES,1991,Role-Playing,Square,"$240,000","$90,000","$1,330,000","$120,000","$1,770,000"
2009,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,"$860,000",$0,"$2,550,000","$20,000","$3,420,000"
2010,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,$0,$0,"$2,430,000","$20,000","$2,450,000"
2011,Final Fight,SNES,1990,Action,Capcom,"$670,000","$170,000","$690,000","$30,000","$1,560,000"
2012,Final Fight 2,SNES,1993,Action,Capcom,"$390,000","$120,000","$490,000","$20,000","$1,020,000"
2013,Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,$0,$0,"$700,000",$0,"$700,000"
2014,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,$0,$0,"$580,000",$0,"$580,000"
2015,Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,$0,$0,"$260,000",$0,"$260,000"
2016,First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,$0,$0,"$30,000",$0,"$30,000"
2017,Front Mission,SNES,1995,Strategy,SquareSoft,$0,$0,"$600,000",$0,"$600,000"
2018,Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,$0,$0,"$240,000",$0,"$240,000"
2019,Gaia Saver Hero Saidai no Sakusen,SNES,1994,Role-Playing,Banpresto,$0,$0,"$30,000",$0,"$30,000"
2020,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,$0,$0,"$310,000",$0,"$310,000"
2021,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,$0,$0,"$360,000",$0,"$360,000"
2022,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,$0,$0,"$310,000",$0,"$310,000"
2023,Go Go Ackman 3,SNES,1995,Platform,Banpresto,$0,$0,"$40,000",$0,"$40,000"
2024,Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,$0,$0,"$180,000",$0,"$180,000"
2025,Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,$0,$0,"$120,000",$0,"$120,000"
2026,Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft,$0,$0,"$30,000",$0,"$30,000"
2027,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,$0,$0,"$50,000",$0,"$50,000"
2028,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,$0,$0,"$130,000",$0,"$130,000"
2029,International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,$0,$0,"$280,000",$0,"$280,000"
2030,International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,$0,$0,"$160,000",$0,"$160,000"
2031,Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,$0,$0,"$290,000",$0,"$290,000"
2032,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,$0,$0,"$170,000",$0,"$170,000"
2033,J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,$0,$0,"$50,000",$0,"$50,000"
2034,J-League Excite Stage '95,SNES,1995,Sports,Epoch,$0,$0,"$450,000",$0,"$450,000"
2035,J-League Excite Stage '96,SNES,1996,Sports,Epoch,$0,$0,"$190,000",$0,"$190,000"
2036,J-League Soccer: Prime Goal,SNES,1993,Sports,Namco Bandai Games,$0,$0,"$690,000",$0,"$690,000"
2037,J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,$0,$0,"$530,000",$0,"$530,000"
2038,Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,$0,$0,"$50,000",$0,"$50,000"
2039,Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,$0,$0,"$410,000",$0,"$410,000"
2040,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports,Konami Digital Entertainment,$0,$0,"$190,000",$0,"$190,000"
2041,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,$0,$0,"$270,000",$0,"$270,000"
2042,Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Konami Digital Entertainment,$0,$0,"$450,000",$0,"$450,000"
2043,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment,$0,$0,"$160,000",$0,"$160,000"
2044,Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,Pack-In-Video,$0,$0,"$50,000",$0,"$50,000"
2045,Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc,Sammy Corporation,$0,$0,"$190,000",$0,"$190,000"
2046,John Madden Football,SNES,1991,Sports,Imagineer,$0,$0,"$70,000",$0,"$70,000"
2047,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,$0,$0,"$810,000",$0,"$810,000"
2048,Keiba Eight Special,SNES,1993,Sports,Misawa,$0,$0,"$50,000",$0,"$50,000"
2049,Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,$0,$0,"$70,000",$0,"$70,000"
2050,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,$0,$0,"$330,000",$0,"$330,000"
2051,Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,$0,$0,"$30,000",$0,"$30,000"
2052,Killer Instinct,SNES,1995,Fighting,Nintendo,"$2,260,000","$720,000","$120,000","$100,000","$3,200,000"
2053,Kirby Super Star,SNES,1996,Platform,Nintendo,"$260,000","$70,000","$1,090,000","$20,000","$1,440,000"
2054,Kirby's Dream Course,SNES,1994,Sports,Nintendo,$0,$0,"$590,000",$0,"$590,000"
2055,Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,$0,$0,"$360,000",$0,"$360,000"
2056,Konpeki no Kantai,SNES,1995,Strategy,Angel Studios,$0,$0,"$30,000",$0,"$30,000"
2057,Lagoon,SNES,1991,Role-Playing,Kemco,$0,$0,"$50,000",$0,"$50,000"
2058,Lethal Enforcers,SNES,1993,Shooter,Konami Digital Entertainment,$0,$0,"$90,000",$0,"$90,000"
2059,Live A Live,SNES,1994,Role-Playing,SquareSoft,$0,$0,"$320,000",$0,"$320,000"
2060,Lord of Darkness,SNES,1991,Action,Tecmo Koei,$0,$0,"$280,000",$0,"$280,000"
2061,Majin Tensei,SNES,1994,Role-Playing,Atlus,$0,$0,"$80,000",$0,"$80,000"
2062,Mario & Wario,SNES,1993,Puzzle,Nintendo,$0,$0,"$490,000",$0,"$490,000"
2063,Mario Paint,SNES,1992,Misc,Nintendo,"$1,430,000","$540,000","$710,000","$70,000","$2,750,000"
2064,Mario no Super Picross,SNES,1995,Puzzle,Nintendo,$0,$0,"$410,000",$0,"$410,000"
2065,Mega Man 7,SNES,1995,Platform,Laguna,"$30,000","$10,000","$230,000","$10,000","$280,000"
2066,Mega Man Soccer,SNES,1993,Sports,Capcom,"$40,000","$10,000","$130,000",$0,"$180,000"
2067,Mega Man X,SNES,1993,Platform,Capcom,"$570,000","$80,000","$500,000","$10,000","$1,160,000"
2068,Mega Man X2,SNES,1993,Platform,Laguna,"$90,000","$20,000","$450,000",$0,"$560,000"
2069,Mega Man X3,SNES,1995,Action,Laguna,"$40,000","$10,000","$300,000",$0,"$350,000"
2070,Metal Max Returns,SNES,1995,Role-Playing,Data East,$0,$0,"$40,000",$0,"$40,000"
2071,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,$0,$0,"$900,000",$0,"$900,000"
2072,Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,$0,$0,"$320,000",$0,"$320,000"
2073,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,"$1,190,000","$290,000",$0,"$50,000","$1,530,000"
2074,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,"$1,480,000","$390,000",$0,"$60,000","$1,930,000"
2075,Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,$0,$0,"$400,000",$0,"$400,000"
2076,Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,$0,$0,"$130,000",$0,"$130,000"
2077,NBA Jam,SNES,1994,Sports,Acclaim Entertainment,"$1,190,000","$160,000",$0,"$30,000","$1,390,000"
2078,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,"$870,000","$120,000",$0,"$20,000","$1,010,000"
2079,Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu,$0,$0,"$280,000",$0,"$280,000"
2080,Ninja Warriors,SNES,1993,Action,Titus,$0,$0,"$70,000",$0,"$70,000"
2081,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,$0,$0,"$30,000",$0,"$30,000"
2082,Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,"$300,000",$0,"$320,000",$0,"$620,000"
2083,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,$0,$0,"$170,000",$0,"$170,000"
2084,Otogirisou,SNES,1992,Adventure,ChunSoft,$0,$0,"$160,000",$0,"$160,000"
2085,Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,$0,$0,"$50,000",$0,"$50,000"
2086,Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,$0,$0,"$70,000",$0,"$70,000"
2087,Parlor! Mini 4,SNES,1996,Misc,Nippon Telenet,$0,$0,"$190,000",$0,"$190,000"
2088,Pilotwings,SNES,1990,Simulation,Nintendo,"$460,000","$170,000","$480,000","$20,000","$1,140,000"
2089,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,$0,$0,"$60,000",$0,"$60,000"
2090,RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,$0,$0,"$310,000",$0,"$310,000"
2091,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,$0,$0,"$110,000",$0,"$110,000"
2092,Rock N' Roll Racing,SNES,1993,Racing,Interplay,$0,$0,"$10,000",$0,"$10,000"
2093,RockMan & Forte,SNES,1998,Platform,Capcom,$0,$0,"$140,000",$0,"$140,000"
2094,Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,$0,$0,"$250,000",$0,"$250,000"
2095,Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,Strategy,Tecmo Koei,$0,$0,"$290,000",$0,"$290,000"
2096,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,$0,$0,"$530,000",$0,"$530,000"
2097,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,$0,$0,"$970,000",$0,"$970,000"
2098,Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,$0,$0,"$1,170,000",$0,"$1,170,000"
2099,Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,$0,$0,"$1,290,000","$10,000","$1,300,000"
2100,Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,$0,$0,"$150,000",$0,"$150,000"
2101,SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,$0,$0,"$200,000",$0,"$200,000"
2102,SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,$0,$0,"$190,000",$0,"$190,000"
2103,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,$0,$0,"$290,000",$0,"$290,000"
2104,Sailor Moon,SNES,1993,Action,Namco Bandai Games,$0,$0,"$220,000",$0,"$220,000"
2105,Samurai Shodown,SNES,1994,Fighting,Takara,$0,$0,"$400,000",$0,"$400,000"
2106,Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,$0,$0,"$160,000",$0,"$160,000"
2107,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,"$250,000","$70,000","$1,490,000","$20,000","$1,830,000"
2108,Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,$0,$0,"$890,000",$0,"$890,000"
2109,Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,$0,$0,"$370,000",$0,"$370,000"
2110,Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,$0,$0,"$320,000",$0,"$320,000"
2111,SimCity,SNES,1991,Simulation,Nintendo,"$930,000","$270,000","$750,000","$40,000","$1,980,000"
2112,SimCity 2000,SNES,1995,Simulation,THQ,$0,$0,"$490,000",$0,"$490,000"
2113,SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,$0,$0,"$160,000",$0,"$160,000"
2114,Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,$0,$0,"$50,000",$0,"$50,000"
2115,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,$0,$0,"$270,000",$0,"$270,000"
2116,Slayers,SNES,1994,Role-Playing,Banpresto,$0,$0,"$120,000",$0,"$120,000"
2117,Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,$0,$0,"$80,000",$0,"$80,000"
2118,Space Invaders,SNES,1994,Shooter,Taito,$0,$0,"$460,000",$0,"$460,000"
2119,Star Fox,SNES,1993,Shooter,Nintendo,"$1,610,000","$510,000","$800,000","$70,000","$2,990,000"
2120,Star Ocean,SNES,1996,Role-Playing,Enix Corporation,$0,$0,"$230,000",$0,"$230,000"
2121,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,$0,$0,"$170,000",$0,"$170,000"
2122,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,"$1,420,000","$510,000","$2,100,000","$70,000","$4,100,000"
2123,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,"$2,470,000","$830,000","$2,870,000","$120,000","$6,300,000"
2124,Stunt Race FX,SNES,1993,Racing,Nintendo,$0,$0,"$350,000",$0,"$350,000"
2125,Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,$0,$0,"$20,000",$0,"$20,000"
2126,Super Adventure Island,SNES,1992,Platform,Hudson Soft,$0,$0,"$220,000",$0,"$220,000"
2127,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,$0,$0,"$200,000",$0,"$200,000"
2128,Super Batter Up,SNES,1992,Sports,Namco Bandai Games,$0,$0,"$460,000",$0,"$460,000"
2129,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,$0,$0,"$570,000",$0,"$570,000"
2130,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,$0,$0,"$810,000",$0,"$810,000"
2131,Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,$0,$0,"$700,000",$0,"$700,000"
2132,Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,$0,$0,"$440,000",$0,"$440,000"
2133,Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft,$0,$0,"$300,000",$0,"$300,000"
2134,Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,"$320,000","$50,000","$250,000","$10,000","$630,000"
2135,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,$0,$0,"$390,000",$0,"$390,000"
2136,Super Famista 4,SNES,1995,Sports,Namco Bandai Games,$0,$0,"$420,000",$0,"$420,000"
2137,Super Famista 5,SNES,1996,Sports,Namco Bandai Games,$0,$0,"$500,000",$0,"$500,000"
2138,Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,$0,$0,"$390,000",$0,"$390,000"
2139,Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,$0,$0,"$360,000",$0,"$360,000"
2140,Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,$0,$0,"$280,000",$0,"$280,000"
2141,Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,$0,$0,"$370,000",$0,"$370,000"
2142,Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,"$500,000","$140,000","$520,000","$20,000","$1,180,000"
2143,Super Jinsei Game 2,SNES,1995,Misc,Takara,$0,$0,"$50,000",$0,"$50,000"
2144,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,$0,$0,"$60,000",$0,"$60,000"
2145,Super Mario All-Stars,SNES,1993,Platform,Nintendo,"$5,990,000","$2,150,000","$2,120,000","$290,000","$10,550,000"
